"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
058298,Not Available,11,Not Available,11,90,11,Not Available,11,91,11,Not Available,11,66,11,Not Available,11,88,11,79,11,36,11,22,11,11
058299,2,,2,,85,,2,,80,,2,,73,,2,,84,,76,,164,,28,,
058300,Not Available,9,Not Available,9,66,9,Not Available,9,51,9,Not Available,9,62,9,Not Available,9,62,9,44,9,9,9,14,9,9
058301,Not Available,9,Not Available,9,86,9,Not Available,9,74,9,Not Available,9,63,9,Not Available,9,51,9,48,9,3,9,5,9,9
058303,Not Available,9,Not Available,9,93,9,Not Available,9,80,9,Not Available,9,66,9,Not Available,9,82,9,65,9,10,9,11,9,9
058304,3,,3,,88,,4,,85,,2,,75,,3,,83,,81,,101,,13,,
058307,5,,4,,91,,5,,88,,4,,89,,5,,96,,82,,96,,23,,
058309,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058310,3,,3,,89,,4,,85,,3,,78,,2,,84,,79,,113,,23,,
058313,Not Available,11,Not Available,11,76,11,Not Available,11,82,11,Not Available,11,78,11,Not Available,11,62,11,67,11,18,11,13,11,11
058314,4,,3,,88,,4,,88,,3,,77,,4,,89,,80,,233,,32,,
058315,Not Available,11,Not Available,11,80,11,Not Available,11,60,11,Not Available,11,62,11,Not Available,11,63,11,58,11,23,11,14,11,11
058318,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058319,Not Available,11,Not Available,11,97,11,Not Available,11,96,11,Not Available,11,90,11,Not Available,11,94,11,93,11,13,11,13,11,11
058321,Not Available,11,Not Available,11,90,11,Not Available,11,89,11,Not Available,11,95,11,Not Available,11,100,11,85,11,13,11,9,11,11
058322,Not Available,11,Not Available,11,94,11,Not Available,11,93,11,Not Available,11,81,11,Not Available,11,90,11,68,11,19,11,29,11,11
058323,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058324,3,,3,,88,,3,,85,,3,,81,,4,,90,,82,,294,,34,,
058325,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058326,3,,3,,89,,4,,85,,3,,78,,3,,87,,76,,161,,19,,
058330,Not Available,11,Not Available,11,81,11,Not Available,11,88,11,Not Available,11,97,11,Not Available,11,93,11,72,11,33,11,8,11,11
058332,Not Available,11,Not Available,11,90,11,Not Available,11,85,11,Not Available,11,91,11,Not Available,11,73,11,76,11,16,11,14,11,11
058334,Not Available,11,Not Available,11,78,11,Not Available,11,68,11,Not Available,11,50,11,Not Available,11,51,11,49,11,11,11,9,11,11
058335,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058341,2,,3,,85,,2,,78,,2,,72,,2,,78,,71,,75,,14,,
058342,Not Available,9,Not Available,9,68,9,Not Available,9,64,9,Not Available,9,86,9,Not Available,9,46,9,51,9,10,9,12,9,9
058345,3,,3,,86,,3,,86,,4,,86,,2,,83,,73,,89,,27,,
058346,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058347,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058351,4,,4,,90,,4,,86,,4,,85,,4,,87,,74,,146,,24,,
058352,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058353,Not Available,11,Not Available,11,98,11,Not Available,11,99,11,Not Available,11,100,11,Not Available,11,100,11,100,11,13,11,14,11,11
058354,3,,3,,85,,3,,83,,3,,78,,3,,83,,74,,192,,24,,
058355,2,,2,,82,,2,,76,,1,,63,,2,,76,,70,,337,,18,,
058360,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058363,Not Available,11,Not Available,11,90,11,Not Available,11,96,11,Not Available,11,92,11,Not Available,11,89,11,96,11,18,11,9,11,11
058365,Not Available,11,Not Available,11,68,11,Not Available,11,77,11,Not Available,11,81,11,Not Available,11,56,11,57,11,11,11,21,11,11
058366,2,,2,,82,,2,,79,,2,,72,,1,,74,,72,,253,,19,,
058367,Not Available,9,Not Available,9,85,9,Not Available,9,78,9,Not Available,9,77,9,Not Available,9,58,9,58,9,8,9,8,9,9
058368,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058370,2,,2,,82,,2,,77,,1,,67,,1,,73,,64,,255,,13,,
058374,2,,2,,86,,2,,77,,2,,69,,2,,84,,77,,92,,12,,
058375,Not Available,11,Not Available,11,98,11,Not Available,11,95,11,Not Available,11,84,11,Not Available,11,97,11,97,11,23,11,15,11,11
058376,Not Available,11,Not Available,11,87,11,Not Available,11,90,11,Not Available,11,81,11,Not Available,11,81,11,81,11,27,11,17,11,11
058377,Not Available,9,Not Available,9,80,9,Not Available,9,75,9,Not Available,9,59,9,Not Available,9,60,9,68,9,9,9,8,9,9
058378,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058379,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058381,3,11,3,11,87,11,2,11,80,11,4,11,89,11,4,11,85,11,84,11,51,11,22,11,11
058382,Not Available,9,Not Available,9,95,9,Not Available,9,81,9,Not Available,9,70,9,Not Available,9,100,9,67,9,9,9,17,9,9
058384,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058385,Not Available,11,Not Available,11,88,11,Not Available,11,86,11,Not Available,11,81,11,Not Available,11,79,11,75,11,21,11,14,11,11
058387,5,11,4,11,91,11,5,11,89,11,4,11,87,11,5,11,92,11,75,11,46,11,27,11,11
058388,3,,3,,87,,2,,78,,3,,78,,2,,79,,75,,335,,20,,
058390,Not Available,9,Not Available,9,78,9,Not Available,9,92,9,Not Available,9,92,9,Not Available,9,100,9,100,9,3,9,12,9,9
058391,Not Available,11,Not Available,11,91,11,Not Available,11,87,11,Not Available,11,92,11,Not Available,11,76,11,84,11,19,11,18,11,11
058392,2,,2,,84,,3,,81,,1,,67,,3,,87,,71,,124,,20,,
058394,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058395,Not Available,11,Not Available,11,83,11,Not Available,11,86,11,Not Available,11,89,11,Not Available,11,81,11,81,11,13,11,16,11,11
058396,3,11,2,11,83,11,4,11,84,11,4,11,85,11,2,11,82,11,77,11,42,11,22,11,11
058398,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058399,Not Available,11,Not Available,11,84,11,Not Available,11,85,11,Not Available,11,86,11,Not Available,11,93,11,96,11,18,11,19,11,11
058400,Not Available,9,Not Available,9,84,9,Not Available,9,86,9,Not Available,9,85,9,Not Available,9,70,9,91,9,8,9,6,9,9
058403,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058405,Not Available,11,Not Available,11,94,11,Not Available,11,93,11,Not Available,11,74,11,Not Available,11,96,11,95,11,30,11,16,11,11
058406,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058408,2,11,1,11,73,11,2,11,77,11,3,11,79,11,1,11,72,11,64,11,48,11,18,11,11
058409,Not Available,11,Not Available,11,93,11,Not Available,11,88,11,Not Available,11,93,11,Not Available,11,84,11,92,11,21,11,18,11,11
058410,Not Available,11,Not Available,11,96,11,Not Available,11,95,11,Not Available,11,86,11,Not Available,11,97,11,89,11,20,11,15,11,11
058411,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058412,Not Available,11,Not Available,11,80,11,Not Available,11,76,11,Not Available,11,72,11,Not Available,11,77,11,48,11,15,11,7,11,11
058414,Not Available,11,Not Available,11,67,11,Not Available,11,63,11,Not Available,11,78,11,Not Available,11,61,11,53,11,14,11,9,11,11
058415,3,,3,,87,,2,,79,,3,,77,,3,,84,,75,,281,,29,,
058416,Not Available,11,Not Available,11,79,11,Not Available,11,81,11,Not Available,11,74,11,Not Available,11,82,11,71,11,25,11,15,11,11
058417,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058421,Not Available,9,Not Available,9,90,9,Not Available,9,95,9,Not Available,9,71,9,Not Available,9,89,9,85,9,10,9,14,9,9
058422,Not Available,9,Not Available,9,77,9,Not Available,9,83,9,Not Available,9,63,9,Not Available,9,56,9,66,9,7,9,10,9,9
058424,Not Available,11,Not Available,11,98,11,Not Available,11,93,11,Not Available,11,83,11,Not Available,11,93,11,73,11,25,11,36,11,11
058425,1,,1,,75,,1,,67,,2,,70,,1,,60,,55,,171,,26,,
058426,2,,2,,85,,2,,79,,3,,76,,2,,77,,67,,305,,19,,
058428,Not Available,9,Not Available,9,89,9,Not Available,9,51,9,Not Available,9,83,9,Not Available,9,78,9,37,9,5,9,8,9,9
058431,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058432,Not Available,11,Not Available,11,76,11,Not Available,11,81,11,Not Available,11,83,11,Not Available,11,90,11,76,11,17,11,15,11,11
058433,Not Available,"9,10",Not Available,"9,10",98,"9,10",Not Available,"9,10",87,"9,10",Not Available,"9,10",75,"9,10",Not Available,"9,10",100,"9,10",94,"9,10",9,"9,10",16,"9,10","9,10"
058434,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058436,Not Available,9,Not Available,9,95,9,Not Available,9,85,9,Not Available,9,75,9,Not Available,9,75,9,72,9,5,9,31,9,9
058438,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058439,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058441,Not Available,9,Not Available,9,83,9,Not Available,9,90,9,Not Available,9,100,9,Not Available,9,34,9,69,9,3,9,14,9,9
058442,4,,4,,94,,5,,93,,5,,93,,3,,88,,85,,83,,22,,
058443,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058444,4,11,2,11,83,11,5,11,90,11,5,11,92,11,4,11,91,11,82,11,41,11,13,11,11
058445,2,11,2,11,81,11,2,11,76,11,2,11,73,11,3,11,85,11,68,11,48,11,13,11,11
058446,2,,1,,78,,2,,74,,2,,70,,1,,65,,59,,114,,19,,
058447,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058449,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058450,Not Available,11,Not Available,11,95,11,Not Available,11,96,11,Not Available,11,96,11,Not Available,11,94,11,92,11,14,11,16,11,11
058451,Not Available,11,Not Available,11,77,11,Not Available,11,72,11,Not Available,11,49,11,Not Available,11,65,11,49,11,25,11,12,11,11
058452,3,11,3,11,90,11,3,11,81,11,1,11,56,11,3,11,85,11,77,11,46,11,20,11,11
058454,Not Available,9,Not Available,9,40,9,Not Available,9,38,9,Not Available,9,52,9,Not Available,9,5,9,55,9,2,9,2,9,9
058455,Not Available,9,Not Available,9,98,9,Not Available,9,97,9,Not Available,9,75,9,Not Available,9,93,9,100,9,8,9,14,9,9
058456,Not Available,9,Not Available,9,98,9,Not Available,9,96,9,Not Available,9,98,9,Not Available,9,98,9,92,9,9,9,23,9,9
058457,3,,3,,89,,2,,82,,3,,76,,3,,88,,84,,85,,16,,
058458,3,11,3,11,85,11,5,11,88,11,2,11,72,11,1,11,68,11,74,11,49,11,14,11,11
058459,5,,5,,98,,5,,90,,5,,92,,5,,91,,92,,70,,24,,
058460,Not Available,9,Not Available,9,75,9,Not Available,9,60,9,Not Available,9,94,9,Not Available,9,72,9,51,9,9,9,9,9,9
058461,Not Available,11,Not Available,11,87,11,Not Available,11,78,11,Not Available,11,73,11,Not Available,11,72,11,67,11,29,11,14,11,11
058463,Not Available,11,Not Available,11,90,11,Not Available,11,88,11,Not Available,11,79,11,Not Available,11,93,11,81,11,24,11,9,11,11
058465,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058466,Not Available,11,Not Available,11,94,11,Not Available,11,83,11,Not Available,11,81,11,Not Available,11,94,11,86,11,18,11,11,11,11
058467,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058468,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058469,Not Available,11,Not Available,11,85,11,Not Available,11,85,11,Not Available,11,72,11,Not Available,11,85,11,86,11,39,11,27,11,11
058475,Not Available,11,Not Available,11,88,11,Not Available,11,81,11,Not Available,11,67,11,Not Available,11,92,11,84,11,37,11,22,11,11
058476,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058477,Not Available,9,Not Available,9,100,9,Not Available,9,91,9,Not Available,9,75,9,Not Available,9,100,9,100,9,2,9,8,9,9
058478,Not Available,9,Not Available,9,85,9,Not Available,9,63,9,Not Available,9,76,9,Not Available,9,73,9,44,9,6,9,9,9,9
058479,Not Available,11,Not Available,11,89,11,Not Available,11,90,11,Not Available,11,79,11,Not Available,11,86,11,70,11,24,11,20,11,11
058480,Not Available,11,Not Available,11,81,11,Not Available,11,77,11,Not Available,11,74,11,Not Available,11,76,11,78,11,23,11,14,11,11
058483,Not Available,11,Not Available,11,89,11,Not Available,11,83,11,Not Available,11,89,11,Not Available,11,94,11,84,11,36,11,17,11,11
058484,Not Available,11,Not Available,11,85,11,Not Available,11,79,11,Not Available,11,82,11,Not Available,11,76,11,72,11,33,11,14,11,11
058485,Not Available,11,Not Available,11,94,11,Not Available,11,89,11,Not Available,11,92,11,Not Available,11,100,11,68,11,11,11,12,11,11
058487,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058491,3,11,3,11,84,11,4,11,84,11,3,11,81,11,3,11,79,11,81,11,44,11,19,11,11
058492,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
058493,Not Available,9,Not Available,9,95,9,Not Available,9,89,9,Not Available,9,79,9,Not Available,9,91,9,84,9,10,9,8,9,9
058494,Not Available,11,Not Available,11,86,11,Not Available,11,65,11,Not Available,11,75,11,Not Available,11,63,11,67,11,17,11,25,11,11
058496,2,,2,,85,,2,,79,,2,,73,,1,,74,,68,,327,,21,,
058498,3,11,2,11,86,11,4,11,88,11,1,11,65,11,3,11,88,11,82,11,42,11,20,11,11
058499,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059000,2,,2,,81,,2,,76,,3,,79,,1,,75,,70,,605,,22,,
059001,Not Available,9,Not Available,9,95,9,Not Available,9,83,9,Not Available,9,76,9,Not Available,9,64,9,100,9,10,9,14,9,9
059002,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,90,9,Not Available,9,100,9,63,9,7,9,41,9,9
059003,4,11,4,11,89,11,3,11,87,11,4,11,85,11,4,11,89,11,78,11,44,11,33,11,11
059004,Not Available,9,Not Available,9,53,9,Not Available,9,69,9,Not Available,9,73,9,Not Available,9,59,9,40,9,5,9,5,9,9
059005,Not Available,11,Not Available,11,88,11,Not Available,11,91,11,Not Available,11,83,11,Not Available,11,86,11,68,11,13,11,14,11,11
059006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059007,1,,1,,74,,2,,74,,1,,67,,1,,69,,60,,180,,16,,
059009,Not Available,9,Not Available,9,75,9,Not Available,9,76,9,Not Available,9,59,9,Not Available,9,73,9,90,9,6,9,5,9,9
059010,4,,4,,90,,4,,85,,3,,81,,4,,87,,85,,403,,24,,
059011,Not Available,"9,10",Not Available,"9,10",92,"9,10",Not Available,"9,10",83,"9,10",Not Available,"9,10",82,"9,10",Not Available,"9,10",84,"9,10",79,"9,10",7,"9,10",24,"9,10","9,10"
059012,2,11,2,11,84,11,3,11,84,11,2,11,68,11,2,11,72,11,71,11,65,11,22,11,11
059013,Not Available,11,Not Available,11,88,11,Not Available,11,89,11,Not Available,11,87,11,Not Available,11,92,11,72,11,22,11,14,11,11
059014,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059015,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059016,2,,2,,83,,2,,80,,3,,79,,2,,78,,71,,288,,21,,
059018,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059019,Not Available,11,Not Available,11,97,11,Not Available,11,91,11,Not Available,11,94,11,Not Available,11,86,11,79,11,11,11,11,11,11
059020,3,11,3,11,86,11,3,11,85,11,3,11,78,11,4,11,84,11,71,11,49,11,14,11,11
059021,Not Available,11,Not Available,11,89,11,Not Available,11,90,11,Not Available,11,81,11,Not Available,11,85,11,80,11,35,11,17,11,11
059022,4,11,4,11,89,11,4,11,85,11,4,11,84,11,4,11,83,11,89,11,42,11,32,11,11
059023,1,,1,,72,,1,,69,,2,,72,,1,,56,,49,,115,,12,,
059025,1,,2,,79,,1,,72,,1,,60,,1,,73,,63,,113,,21,,
059026,Not Available,11,Not Available,11,86,11,Not Available,11,77,11,Not Available,11,88,11,Not Available,11,73,11,84,11,28,11,14,11,11
059027,Not Available,9,Not Available,9,98,9,Not Available,9,93,9,Not Available,9,97,9,Not Available,9,94,9,76,9,8,9,5,9,9
059029,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059031,2,11,1,11,78,11,2,11,82,11,2,11,73,11,1,11,76,11,66,11,61,11,19,11,11
059032,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059033,2,10,2,10,85,10,2,10,77,10,3,10,76,10,2,10,79,10,72,10,95,10,28,10,10
059034,Not Available,9,Not Available,9,84,9,Not Available,9,87,9,Not Available,9,59,9,Not Available,9,75,9,74,9,8,9,16,9,9
059035,5,11,5,11,93,11,5,11,97,11,5,11,96,11,5,11,100,11,97,11,41,11,15,11,11
059037,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059040,Not Available,9,Not Available,9,92,9,Not Available,9,77,9,Not Available,9,73,9,Not Available,9,69,9,76,9,7,9,11,9,9
059045,Not Available,9,Not Available,9,94,9,Not Available,9,98,9,Not Available,9,100,9,Not Available,9,100,9,100,9,6,9,43,9,9
059046,Not Available,11,Not Available,11,64,11,Not Available,11,67,11,Not Available,11,54,11,Not Available,11,61,11,56,11,24,11,13,11,11
059048,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059049,Not Available,11,Not Available,11,80,11,Not Available,11,65,11,Not Available,11,73,11,Not Available,11,76,11,60,11,32,11,7,11,11
059050,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059054,Not Available,9,Not Available,9,71,9,Not Available,9,81,9,Not Available,9,75,9,Not Available,9,79,9,57,9,8,9,10,9,9
059055,3,,3,,87,,3,,82,,4,,84,,3,,85,,80,,231,,18,,
059057,3,11,4,11,90,11,4,11,85,11,3,11,83,11,2,11,81,11,77,11,60,11,20,11,11
059059,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059064,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059065,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059066,4,11,3,11,89,11,4,11,86,11,4,11,86,11,3,11,85,11,66,11,51,11,21,11,11
059067,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059068,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059069,Not Available,9,Not Available,9,88,9,Not Available,9,83,9,Not Available,9,83,9,Not Available,9,87,9,87,9,9,9,23,9,9
059071,3,,2,,84,,3,,83,,3,,76,,2,,80,,72,,379,,23,,
059073,3,11,4,11,90,11,4,11,90,11,1,11,67,11,2,11,77,11,70,11,41,11,14,11,11
059074,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059076,2,,2,,83,,2,,80,,2,,75,,2,,82,,72,,129,,13,,
059078,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059079,Not Available,9,Not Available,9,100,9,Not Available,9,90,9,Not Available,9,92,9,Not Available,9,100,9,88,9,6,9,8,9,9
059080,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
059083,Not Available,11,Not Available,11,77,11,Not Available,11,71,11,Not Available,11,93,11,Not Available,11,68,11,79,11,12,11,9,11,11
